City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bhopal,2019-09-19 02:00:00,5.75,12.0,9.38,17.8,17.1,58.23,0.42,7.6,33.33,,,,110.0,Moderate
Bhopal,2019-09-19 03:00:00,7.5,12.5,9.47,15.38,15.85,59.12,0.4,6.75,34.9,,,,110.0,Moderate
Bhopal,2019-09-19 04:00:00,5.5,13.0,9.0,14.47,15.0,58.85,0.4,6.85,33.85,,,,110.0,Moderate
Bhopal,2019-09-19 05:00:00,4.0,11.25,9.43,15.68,16.02,58.67,0.44,7.15,31.27,,,,103.0,Moderate
Bhopal,2019-09-19 06:00:00,4.5,14.75,9.12,16.82,16.38,58.6,0.47,6.58,29.12,,,,98.0,Satisfactory
Bhopal,2019-09-19 07:00:00,7.5,17.0,10.35,20.75,19.45,56.73,0.55,6.85,29.12,,,,53.0,Satisfactory
Bhopal,2019-09-19 08:00:00,13.5,29.5,11.25,24.08,21.95,54.83,0.65,7.2,28.2,,,,37.0,Good
Bhopal,2019-09-19 09:00:00,20.5,40.25,12.07,24.1,22.65,54.12,0.77,8.47,28.35,,,,38.0,Good
Bhopal,2019-09-19 10:00:00,25.25,41.25,12.35,22.92,22.2,52.78,0.83,8.65,37.65,,,,42.0,Good
Bhopal,2019-09-19 11:00:00,18.0,41.75,11.93,22.35,21.57,50.65,0.8,9.22,46.0,,,,46.0,Good
Bhopal,2019-09-19 12:00:00,20.0,42.0,10.77,20.6,19.75,48.92,0.77,9.1,50.05,,,,50.0,Good
Bhopal,2019-09-19 13:00:00,17.75,43.25,10.98,21.32,20.25,44.85,0.78,8.9,50.4,,,,50.0,Good
Bhopal,2019-09-19 14:00:00,19.25,40.0,10.32,24.0,21.18,42.08,0.9,8.8,50.25,,,,50.0,Good
Bhopal,2019-09-19 15:00:00,16.0,45.5,9.53,22.23,19.55,41.3,0.86,8.65,48.58,,,,50.0,Good
Bhopal,2019-09-19 16:00:00,15.5,51.0,9.45,25.47,21.23,38.73,0.89,8.38,42.62,,,,50.0,Good
Bhopal,2019-09-19 17:00:00,22.75,70.5,10.35,30.6,24.7,36.5,1.04,8.2,40.12,,,,52.0,Satisfactory
Bhopal,2019-09-19 18:00:00,21.25,65.25,12.28,30.75,26.35,36.42,1.19,8.33,28.18,,,,60.0,Satisfactory
Bhopal,2019-09-19 19:00:00,20.25,68.25,21.35,40.65,38.97,28.02,1.88,8.35,14.47,,,,94.0,Satisfactory
Bhopal,2019-09-19 20:00:00,26.75,86.75,24.38,46.52,44.55,27.53,2.03,8.12,6.38,,,,100.0,Satisfactory
Bhopal,2019-09-19 21:00:00,36.75,93.25,30.23,50.38,51.4,26.55,2.45,8.68,4.05,,,,106.0,Moderate
Bhopal,2019-09-19 22:00:00,37.0,75.0,22.82,35.48,37.42,38.88,1.68,8.53,9.4,,,,106.0,Moderate
Bhopal,2019-09-19 23:00:00,18.25,30.25,11.5,20.92,20.5,49.75,1.08,8.05,26.23,,,,106.0,Moderate
Bhopal,2019-09-20 00:00:00,6.75,14.75,11.3,27.52,23.85,46.6,1.15,7.93,20.62,,,,106.0,Moderate
Bhopal,2019-09-20 01:00:00,6.0,19.75,9.85,23.88,20.73,49.55,0.49,7.47,24.28,,,,106.0,Moderate
Bhopal,2019-09-20 02:00:00,7.0,18.75,8.72,18.6,17.0,53.65,0.39,7.7,29.35,,,,106.0,Moderate
Bhopal,2019-09-20 03:00:00,10.75,20.25,8.48,16.6,15.75,55.23,0.41,7.6,31.6,,,,106.0,Moderate
Bhopal,2019-09-20 04:00:00,12.5,27.25,8.95,15.53,15.53,55.9,0.42,8.55,31.27,,,,106.0,Moderate
Bhopal,2019-09-20 05:00:00,11.0,27.25,8.55,15.15,15.0,56.7,0.44,8.5,34.4,,,,84.0,Satisfactory
Bhopal,2019-09-20 06:00:00,10.75,24.75,8.75,15.53,15.4,56.92,0.46,8.32,32.9,,,,57.0,Satisfactory
Bhopal,2019-09-20 07:00:00,12.0,25.0,10.05,17.93,17.73,55.85,0.56,7.57,29.38,,,,57.0,Satisfactory
Bhopal,2019-09-20 08:00:00,18.25,29.75,10.93,21.43,20.3,54.38,0.64,7.97,25.7,,,,43.0,Good
Bhopal,2019-09-20 09:00:00,21.75,38.75,13.15,27.12,25.1,51.83,0.9,8.35,21.1,,,,45.0,Good
Bhopal,2019-09-20 10:00:00,28.25,49.0,14.77,25.97,25.83,51.53,0.98,8.38,27.85,,,,49.0,Good
Bhopal,2019-09-20 11:00:00,21.5,47.5,13.88,26.65,25.45,50.98,1.05,7.85,32.33,,,,52.0,Satisfactory
Bhopal,2019-09-20 12:00:00,16.75,51.0,13.93,25.05,24.65,49.88,0.97,7.82,43.27,,,,52.0,Satisfactory
Bhopal,2019-09-20 13:00:00,14.75,48.75,10.75,21.4,20.12,49.05,0.75,8.82,55.77,,,,56.0,Satisfactory
Bhopal,2019-09-20 14:00:00,11.0,48.25,9.33,20.88,18.67,45.58,0.82,8.62,55.08,,,,56.0,Satisfactory
Bhopal,2019-09-20 15:00:00,10.75,40.5,7.7,20.9,17.38,34.33,0.78,8.95,63.38,,,,63.0,Satisfactory
Bhopal,2019-09-20 16:00:00,9.75,42.0,6.5,21.23,16.6,22.15,0.72,6.65,55.55,,,,63.0,Satisfactory
Bhopal,2019-09-20 17:00:00,10.25,45.5,8.5,27.15,21.35,17.43,0.97,6.47,40.55,,,,63.0,Satisfactory
Bhopal,2019-09-20 18:00:00,15.25,58.75,10.05,32.75,25.6,18.65,1.2,6.0,29.73,,,,63.0,Satisfactory
Bhopal,2019-09-20 19:00:00,20.75,69.0,19.28,42.08,38.08,15.93,1.84,5.93,15.1,,,,92.0,Satisfactory
Bhopal,2019-09-20 20:00:00,25.75,75.5,24.85,46.53,44.95,16.77,1.94,6.3,8.25,,,,97.0,Satisfactory
Bhopal,2019-09-20 21:00:00,24.25,77.25,18.4,44.65,38.7,28.32,1.83,6.38,8.5,,,,97.0,Satisfactory
Bhopal,2019-09-20 22:00:00,21.25,74.0,15.35,36.92,32.1,36.0,1.5,6.15,14.35,,,,97.0,Satisfactory
Bhopal,2019-09-20 23:00:00,20.0,61.25,14.38,33.7,29.62,41.73,1.67,6.17,12.12,,,,97.0,Satisfactory
Bhopal,2019-09-21 00:00:00,22.25,55.0,11.4,28.4,24.38,47.23,1.15,5.2,13.73,,,,97.0,Satisfactory
Bhopal,2019-09-21 01:00:00,18.75,41.0,10.12,23.02,20.48,51.67,0.64,5.47,17.55,,,,97.0,Satisfactory
Bhopal,2019-09-21 02:00:00,13.75,32.5,9.5,18.25,17.4,55.08,0.53,5.12,35.4,,,,97.0,Satisfactory
Bhopal,2019-09-21 03:00:00,9.25,26.0,9.72,18.58,17.8,56.12,0.56,5.5,27.92,,,,97.0,Satisfactory
Bhopal,2019-09-21 04:00:00,6.75,30.75,10.32,20.07,19.05,56.23,0.57,5.97,21.12,,,,92.0,Satisfactory
Bhopal,2019-09-21 05:00:00,6.25,34.25,10.1,18.12,17.88,58.65,0.61,5.58,18.4,,,,84.0,Satisfactory
Bhopal,2019-09-21 06:00:00,7.5,30.25,10.97,18.67,18.85,59.67,0.73,5.97,17.67,,,,84.0,Satisfactory
Bhopal,2019-09-21 07:00:00,9.75,33.25,11.83,19.45,19.95,59.42,0.81,5.75,16.95,,,,57.0,Satisfactory
Bhopal,2019-09-21 08:00:00,11.75,33.0,13.3,21.67,22.32,56.4,0.82,6.07,18.85,,,,48.0,Good
Bhopal,2019-09-21 09:00:00,11.5,39.5,13.55,18.7,20.98,57.55,0.95,6.27,32.73,,,,48.0,Good
Bhopal,2019-09-21 10:00:00,13.25,41.5,13.07,19.23,20.83,53.9,0.96,8.57,38.75,,,,48.0,Good
Bhopal,2019-09-21 11:00:00,14.0,43.75,12.17,20.98,21.08,50.35,1.04,10.62,51.2,,,,52.0,Satisfactory
Bhopal,2019-09-21 12:00:00,14.25,47.25,11.8,21.83,21.2,46.4,1.03,10.12,51.45,,,,52.0,Satisfactory
Bhopal,2019-09-21 13:00:00,15.5,51.5,10.62,20.55,19.58,45.05,1.02,9.07,53.0,,,,53.0,Satisfactory
Bhopal,2019-09-21 14:00:00,17.25,53.25,10.32,29.48,24.08,40.33,1.31,8.18,56.65,,,,66.0,Satisfactory
Bhopal,2019-09-21 15:00:00,17.25,56.5,12.25,31.13,26.55,38.98,1.45,8.17,49.9,,,,72.0,Satisfactory
Bhopal,2019-09-21 16:00:00,15.25,64.75,9.93,24.68,21.2,44.33,1.14,6.93,45.08,,,,72.0,Satisfactory
Bhopal,2019-09-21 17:00:00,17.25,75.5,10.88,29.43,24.48,42.9,1.44,7.1,35.02,,,,72.0,Satisfactory
Bhopal,2019-09-21 18:00:00,25.25,108.75,20.65,50.88,43.88,30.38,2.55,7.65,20.23,,,,107.0,Moderate
Bhopal,2019-09-21 19:00:00,39.25,127.25,23.03,63.12,52.33,26.38,2.75,8.62,8.12,,,,109.0,Moderate
Bhopal,2019-09-21 20:00:00,43.75,113.75,27.45,54.75,51.42,30.25,2.81,8.57,7.02,,,,110.0,Moderate
Bhopal,2019-09-21 21:00:00,50.25,125.5,37.88,58.2,61.75,25.4,3.36,8.05,4.42,,,,117.0,Moderate
Bhopal,2019-09-21 22:00:00,57.75,141.0,24.05,58.65,50.73,36.52,2.95,8.73,4.78,,,,117.0,Moderate
Bhopal,2019-09-21 23:00:00,40.25,99.0,22.62,53.67,46.95,40.9,2.59,8.12,6.67,,,,117.0,Moderate
Bhopal,2019-09-22 00:00:00,32.75,87.25,16.73,35.45,32.42,52.45,2.08,7.12,8.3,,,,117.0,Moderate
Bhopal,2019-09-22 01:00:00,20.75,62.75,11.3,17.8,18.65,58.95,0.39,5.83,36.58,,,,117.0,Moderate
Bhopal,2019-09-22 02:00:00,5.0,13.5,9.15,12.75,14.22,58.83,0.44,5.3,42.25,,,,117.0,Moderate
Bhopal,2019-09-22 03:00:00,4.25,11.0,9.32,14.3,15.18,57.05,0.43,4.17,42.28,,,,117.0,Moderate
Bhopal,2019-09-22 04:00:00,2.0,7.25,8.98,14.2,14.85,55.38,0.38,4.92,45.5,,,,117.0,Moderate
Bhopal,2019-09-22 05:00:00,5.0,7.75,8.4,16.75,15.7,54.15,0.57,5.2,38.0,,,,112.0,Moderate
Bhopal,2019-09-22 06:00:00,5.75,15.25,8.52,15.95,15.4,53.23,0.56,4.93,41.3,,,,107.0,Moderate
Bhopal,2019-09-22 07:00:00,7.0,11.75,8.15,13.95,14.05,51.73,0.55,4.07,49.15,,,,101.0,Moderate
Bhopal,2019-09-22 08:00:00,3.25,7.75,8.43,15.22,14.95,47.65,0.56,4.78,44.7,,,,59.0,Satisfactory
Bhopal,2019-09-22 09:00:00,1.0,7.5,8.78,16.1,15.7,46.85,0.62,5.4,45.98,,,,58.0,Satisfactory
Bhopal,2019-09-22 10:00:00,1.0,9.25,8.18,14.18,14.18,49.2,0.63,5.35,54.68,,,,56.0,Satisfactory
Bhopal,2019-09-22 11:00:00,1.5,10.25,7.58,12.78,12.97,48.73,0.63,5.35,60.48,,,,60.0,Satisfactory
Bhopal,2019-09-22 12:00:00,2.75,15.0,7.45,13.25,13.1,46.75,0.72,6.2,59.85,,,,60.0,Satisfactory
Bhopal,2019-09-22 13:00:00,2.25,28.0,7.78,15.45,14.55,43.83,0.82,6.35,56.4,,,,60.0,Satisfactory
Bhopal,2019-09-22 14:00:00,5.0,35.25,8.8,19.52,17.57,41.23,0.94,6.4,53.45,,,,60.0,Satisfactory
Bhopal,2019-09-22 15:00:00,10.75,46.25,8.55,20.0,17.58,41.8,0.98,5.58,50.23,,,,60.0,Satisfactory
Bhopal,2019-09-22 16:00:00,9.75,50.25,10.93,28.02,23.77,37.9,1.29,5.5,50.85,,,,64.0,Satisfactory
Bhopal,2019-09-22 17:00:00,9.75,78.0,12.25,30.08,25.93,34.98,1.45,6.4,53.4,,,,72.0,Satisfactory
Bhopal,2019-09-22 18:00:00,12.25,76.25,11.9,41.85,31.93,30.9,1.71,6.07,43.05,,,,86.0,Satisfactory
Bhopal,2019-09-22 19:00:00,15.75,72.5,15.58,57.27,43.12,25.08,2.23,6.6,15.93,,,,103.0,Moderate
Bhopal,2019-09-22 20:00:00,28.5,90.0,31.35,61.17,58.05,18.3,3.01,6.9,6.45,,,,113.0,Moderate
Bhopal,2019-09-22 21:00:00,40.25,124.0,38.0,57.13,61.2,21.2,2.96,7.67,7.85,,,,113.0,Moderate
Bhopal,2019-09-22 22:00:00,29.5,96.25,18.18,38.83,35.45,43.92,2.06,6.65,14.47,,,,113.0,Moderate
Bhopal,2019-09-22 23:00:00,13.25,55.75,14.22,35.85,30.65,48.38,1.8,6.9,11.82,,,,113.0,Moderate
Bhopal,2019-09-23 00:00:00,13.75,49.5,13.43,33.17,28.58,51.03,1.56,6.92,13.55,,,,113.0,Moderate
Bhopal,2019-09-23 01:00:00,12.25,46.75,10.92,24.28,21.77,56.2,0.46,5.1,20.8,,,,113.0,Moderate
Bhopal,2019-09-23 02:00:00,9.5,29.75,9.47,18.55,17.57,59.45,0.47,4.35,31.7,,,,113.0,Moderate
Bhopal,2019-09-23 03:00:00,7.25,17.0,9.45,15.78,16.08,60.2,0.41,4.65,34.6,,,,113.0,Moderate
Bhopal,2019-09-23 04:00:00,4.5,20.0,9.75,17.65,17.35,59.42,0.42,3.98,27.7,,,,112.0,Moderate
Bhopal,2019-09-23 05:00:00,4.5,28.0,9.92,19.35,18.38,59.2,0.47,4.42,25.65,,,,101.0,Moderate
Bhopal,2019-09-23 06:00:00,9.25,25.75,9.88,21.52,19.45,58.53,0.67,4.45,21.85,,,,90.0,Satisfactory
Bhopal,2019-09-23 07:00:00,9.25,30.0,10.97,21.05,20.1,57.5,0.69,4.55,22.38,,,,78.0,Satisfactory
Bhopal,2019-09-23 08:00:00,9.5,36.75,11.62,22.15,21.2,56.83,0.84,5.22,29.62,,,,45.0,Good
Bhopal,2019-09-23 09:00:00,17.25,41.5,12.35,21.27,21.4,56.03,0.86,9.3,36.33,,,,46.0,Good
Bhopal,2019-09-23 10:00:00,19.0,52.25,10.77,17.85,18.27,56.8,0.79,10.45,49.9,,,,50.0,Good
Bhopal,2019-09-23 11:00:00,18.75,60.25,10.55,18.3,18.33,53.58,0.85,7.92,52.33,,,,52.0,Satisfactory
Bhopal,2019-09-23 12:00:00,9.0,51.75,9.3,17.02,16.65,51.2,0.87,6.98,58.1,,,,58.0,Satisfactory
Bhopal,2019-09-23 13:00:00,8.75,41.5,9.15,20.05,18.15,46.05,0.91,5.15,50.7,,,,58.0,Satisfactory
Bhopal,2019-09-23 14:00:00,8.5,35.25,10.98,23.27,21.27,42.2,1.15,4.57,46.67,,,,58.0,Satisfactory
Bhopal,2019-09-23 15:00:00,10.25,26.0,11.82,24.9,22.85,41.3,1.28,4.12,40.77,,,,64.0,Satisfactory
Bhopal,2019-09-23 16:00:00,12.25,48.75,12.72,32.85,27.83,38.0,1.48,4.48,41.62,,,,74.0,Satisfactory
Bhopal,2019-09-23 17:00:00,16.5,74.5,13.93,33.0,28.85,35.67,1.58,4.83,35.45,,,,79.0,Satisfactory
Bhopal,2019-09-23 18:00:00,18.25,82.75,14.03,40.98,33.2,31.17,1.74,5.12,30.1,,,,87.0,Satisfactory
Bhopal,2019-09-23 19:00:00,17.5,78.25,15.23,41.1,34.25,30.7,1.89,4.05,23.45,,,,94.0,Satisfactory
Bhopal,2019-09-23 20:00:00,12.75,53.75,11.32,34.12,27.38,36.48,1.55,3.9,25.02,,,,94.0,Satisfactory
Bhopal,2019-09-23 21:00:00,12.0,44.75,10.3,37.12,28.1,38.2,1.68,4.25,22.95,,,,94.0,Satisfactory
Bhopal,2019-09-23 22:00:00,11.5,50.75,8.65,29.9,22.9,43.33,1.45,5.3,30.85,,,,94.0,Satisfactory
Bhopal,2019-09-23 23:00:00,11.5,35.5,8.75,34.25,25.32,42.93,1.72,4.12,19.18,,,,94.0,Satisfactory
Bhopal,2019-09-24 00:00:00,15.0,37.25,8.88,34.33,25.5,44.15,1.5,4.85,19.08,,,,94.0,Satisfactory
Bhopal,2019-09-24 01:00:00,11.5,36.25,8.68,26.93,21.38,47.77,0.52,5.57,25.6,,,,94.0,Satisfactory
Bhopal,2019-09-24 02:00:00,9.25,28.5,7.83,20.4,17.23,50.92,0.48,3.85,33.9,,,,94.0,Satisfactory
Bhopal,2019-09-24 03:00:00,6.5,22.0,7.88,18.15,16.02,52.45,0.51,3.88,36.35,,,,86.0,Satisfactory
Bhopal,2019-09-24 04:00:00,6.5,28.0,8.48,18.7,16.82,51.33,0.47,4.15,30.2,,,,86.0,Satisfactory
Bhopal,2019-09-24 05:00:00,11.0,30.75,8.02,18.4,16.3,51.78,0.63,4.53,33.38,,,,86.0,Satisfactory
Bhopal,2019-09-24 06:00:00,11.5,14.75,8.12,16.12,15.18,51.17,0.57,3.55,39.1,,,,86.0,Satisfactory
Bhopal,2019-09-24 07:00:00,13.5,28.0,8.53,20.4,17.77,49.55,0.8,3.58,34.55,,,,75.0,Satisfactory
Bhopal,2019-09-24 08:00:00,14.75,43.5,9.32,24.15,20.45,47.15,0.85,3.48,32.5,,,,44.0,Good
Bhopal,2019-09-24 09:00:00,16.25,55.0,12.15,27.93,24.73,43.82,0.99,4.28,31.37,,,,50.0,Good
Bhopal,2019-09-24 10:00:00,23.0,80.0,10.75,25.88,22.5,45.7,1.04,4.0,41.83,,,,52.0,Satisfactory
Bhopal,2019-09-24 11:00:00,22.0,62.75,10.67,27.8,23.52,44.38,1.09,4.95,43.88,,,,54.0,Satisfactory
Bhopal,2019-09-24 12:00:00,19.0,55.25,11.5,29.27,24.95,42.9,1.17,4.75,50.05,,,,58.0,Satisfactory
Bhopal,2019-09-24 13:00:00,19.75,52.25,9.53,24.95,21.02,42.03,1.07,4.4,64.93,,,,65.0,Satisfactory
Bhopal,2019-09-24 14:00:00,22.0,56.5,7.7,24.02,19.02,33.75,1.55,5.58,71.15,,,,78.0,Satisfactory
Bhopal,2019-09-24 15:00:00,21.75,76.0,7.85,24.72,19.52,23.27,1.52,5.93,60.47,,,,78.0,Satisfactory
Bhopal,2019-09-24 16:00:00,20.25,73.25,7.5,24.02,18.88,18.88,1.42,6.2,60.23,,,,78.0,Satisfactory
Bhopal,2019-09-24 17:00:00,19.75,67.5,9.12,31.5,24.17,22.62,1.57,6.1,52.65,,,,78.0,Satisfactory
Bhopal,2019-09-24 18:00:00,24.5,77.0,11.58,40.33,30.9,20.55,1.91,5.2,33.2,,,,96.0,Satisfactory
Bhopal,2019-09-24 19:00:00,23.75,78.75,9.57,34.68,26.23,28.6,1.54,3.4,33.75,,,,96.0,Satisfactory
Bhopal,2019-09-24 20:00:00,25.5,64.25,11.35,45.62,33.52,30.25,1.83,5.45,23.27,,,,96.0,Satisfactory
Bhopal,2019-09-24 21:00:00,24.25,63.25,13.65,53.23,39.4,31.98,1.89,8.3,15.02,,,,96.0,Satisfactory
Bhopal,2019-09-24 22:00:00,24.0,76.5,12.05,38.73,30.4,44.2,1.73,7.8,29.33,,,,96.0,Satisfactory
Bhopal,2019-09-24 23:00:00,19.5,71.75,9.5,33.25,25.4,50.95,1.57,5.28,29.92,,,,96.0,Satisfactory
Bhopal,2019-09-25 00:00:00,15.25,54.75,9.7,32.15,24.97,54.4,1.36,5.88,28.38,,,,96.0,Satisfactory
Bhopal,2019-09-25 01:00:00,15.75,57.5,9.38,24.73,20.83,59.38,0.53,7.03,32.65,,,,96.0,Satisfactory
Bhopal,2019-09-25 02:00:00,14.0,48.75,8.52,20.12,17.62,62.95,0.48,6.53,37.8,,,,94.0,Satisfactory
Bhopal,2019-09-25 03:00:00,14.0,43.75,8.6,16.23,15.6,64.98,0.48,6.78,33.45,,,,94.0,Satisfactory
Bhopal,2019-09-25 04:00:00,22.25,38.5,8.8,15.55,15.4,66.38,0.55,5.98,33.9,,,,94.0,Satisfactory
Bhopal,2019-09-25 05:00:00,20.75,35.75,8.85,14.62,14.95,66.75,0.56,5.9,36.3,,,,86.0,Satisfactory
Bhopal,2019-09-25 06:00:00,22.75,44.0,9.25,15.3,15.65,64.8,0.56,5.45,35.77,,,,78.0,Satisfactory
Bhopal,2019-09-25 07:00:00,24.0,53.0,9.45,15.93,16.18,64.62,0.76,5.95,34.02,,,,68.0,Satisfactory
Bhopal,2019-09-25 08:00:00,29.5,56.0,10.18,19.6,18.73,61.85,0.78,6.83,29.3,,,,60.0,Satisfactory
Bhopal,2019-09-25 09:00:00,28.25,61.75,10.15,18.35,18.02,62.6,0.9,7.35,35.42,,,,60.0,Satisfactory
Bhopal,2019-09-25 10:00:00,27.25,53.25,12.1,21.35,21.2,58.22,0.92,7.58,34.83,,,,59.0,Satisfactory
Bhopal,2019-09-25 11:00:00,24.75,61.5,14.27,29.1,27.1,48.4,1.37,10.33,30.0,,,,68.0,Satisfactory
Bhopal,2019-09-25 12:00:00,30.75,72.5,12.03,27.2,24.25,42.2,1.35,11.2,40.4,,,,68.0,Satisfactory
Bhopal,2019-09-25 13:00:00,23.0,61.5,10.02,22.45,20.1,38.25,1.17,11.9,50.95,,,,68.0,Satisfactory
Bhopal,2019-09-25 14:00:00,18.5,50.25,7.7,22.5,18.23,32.53,1.11,11.4,55.28,,,,68.0,Satisfactory
Bhopal,2019-09-25 15:00:00,14.0,48.0,8.6,26.68,21.18,27.12,1.24,10.58,46.6,,,,68.0,Satisfactory
Bhopal,2019-09-25 16:00:00,15.0,51.5,10.03,31.82,25.05,23.85,1.51,9.4,57.17,,,,76.0,Satisfactory
Bhopal,2019-09-25 17:00:00,19.0,67.5,11.3,38.58,29.73,21.6,1.59,9.05,48.65,,,,80.0,Satisfactory
Bhopal,2019-09-25 18:00:00,20.25,76.25,8.3,30.2,22.82,26.62,1.36,9.7,42.73,,,,80.0,Satisfactory
Bhopal,2019-09-25 19:00:00,14.0,46.75,10.35,38.45,28.85,24.85,1.33,7.7,40.83,,,,80.0,Satisfactory
Bhopal,2019-09-25 20:00:00,14.5,30.25,28.85,65.65,58.35,16.15,2.22,7.4,14.47,,,,103.0,Moderate
Bhopal,2019-09-25 21:00:00,24.75,36.25,10.88,51.25,36.1,35.65,1.67,7.62,25.0,,,,103.0,Moderate
Bhopal,2019-09-25 22:00:00,22.0,32.0,11.35,51.12,36.45,40.02,1.54,7.05,22.35,,,,103.0,Moderate
