City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Aizawl,2020-03-12 00:00:00,27.12,31.0,7.0,0.33,9.53,22.83,0.65,3.89,,0.05,0.27,,54.0,Satisfactory
Aizawl,2020-03-12 01:00:00,27.03,35.3,7.03,0.15,9.43,21.35,0.61,3.36,,0.04,0.23,,53.0,Satisfactory
Aizawl,2020-03-12 02:00:00,28.95,41.7,7.17,0.04,9.31,20.64,0.6,3.44,,0.04,0.17,,53.0,Satisfactory
Aizawl,2020-03-12 03:00:00,33.0,36.0,7.05,0.05,9.25,20.19,0.58,3.44,,0.03,0.19,,53.0,Satisfactory
Aizawl,2020-03-12 04:00:00,25.22,31.93,7.07,,9.13,19.9,0.56,3.4,,0.04,0.2,,53.0,Satisfactory
Aizawl,2020-03-12 05:00:00,23.28,27.61,6.96,0.28,9.16,17.91,0.53,3.37,,0.03,0.14,,52.0,Satisfactory
Aizawl,2020-03-12 06:00:00,24.97,31.06,7.02,0.02,9.09,18.07,0.51,3.42,,0.01,0.09,,52.0,Satisfactory
Aizawl,2020-03-12 07:00:00,23.05,31.0,7.11,0.08,9.25,18.73,0.49,3.41,,0.05,0.28,,51.0,Satisfactory
Aizawl,2020-03-12 08:00:00,31.0,33.39,7.2,0.3,9.84,20.14,0.49,3.5,,0.01,0.04,,51.0,Satisfactory
Aizawl,2020-03-12 09:00:00,39.75,45.59,7.08,0.85,10.27,22.88,0.5,3.77,,0.03,0.16,,51.0,Satisfactory
Aizawl,2020-03-12 10:00:00,30.1,40.94,7.24,1.08,10.68,24.72,0.54,3.94,,0.01,0.04,,50.0,Good
Aizawl,2020-03-12 11:00:00,,,7.44,3.25,12.91,31.22,0.59,4.28,6.62,0.01,0.06,,50.0,Good
Aizawl,2020-03-12 12:00:00,,,7.2,6.04,15.03,25.5,0.44,4.46,11.51,0.0,0.0,,51.0,Satisfactory
Aizawl,2020-03-12 13:00:00,25.0,31.11,7.14,1.86,11.28,24.0,0.42,4.31,0.76,0.0,0.0,,51.0,Satisfactory
Aizawl,2020-03-12 14:00:00,19.0,29.17,7.32,1.15,10.85,27.59,0.44,4.65,0.07,0.0,0.0,,52.0,Satisfactory
Aizawl,2020-03-12 15:00:00,24.0,30.0,7.14,1.04,10.51,31.13,0.43,4.83,0.67,0.0,0.0,,52.0,Satisfactory
Aizawl,2020-03-12 16:00:00,25.0,32.08,7.2,1.19,10.74,33.31,0.46,5.26,0.05,0.0,0.0,,53.0,Satisfactory
Aizawl,2020-03-12 17:00:00,33.0,41.0,7.22,1.37,10.93,30.05,0.5,5.39,0.02,0.0,0.0,,54.0,Satisfactory
Aizawl,2020-03-12 18:00:00,44.0,54.0,7.37,2.31,12.01,28.28,0.59,5.02,,0.0,0.0,,49.0,Good
Aizawl,2020-03-12 19:00:00,43.0,59.0,7.18,2.18,11.66,30.84,0.65,4.86,,0.0,0.0,,50.0,Good
Aizawl,2020-03-12 20:00:00,40.0,50.35,7.15,1.99,11.4,34.94,0.67,5.11,,0.0,0.0,,49.0,Good
Aizawl,2020-03-12 21:00:00,,,7.77,1.74,12.0,32.48,0.69,4.97,,0.0,0.0,,50.0,Good
Aizawl,2020-03-12 22:00:00,46.0,51.0,7.46,1.38,11.26,30.47,0.69,4.65,,0.0,0.0,,51.0,Satisfactory
Aizawl,2020-03-12 23:00:00,43.0,48.61,7.25,0.5,10.17,27.96,0.69,4.44,,0.0,0.0,,52.0,Satisfactory
Aizawl,2020-03-13 00:00:00,39.72,46.0,6.96,0.39,9.69,26.24,0.65,4.43,,0.0,0.0,,53.0,Satisfactory
Aizawl,2020-03-13 01:00:00,36.0,41.66,6.98,0.1,9.25,24.48,0.6,4.11,,0.0,0.0,,54.0,Satisfactory
Aizawl,2020-03-13 02:00:00,39.0,44.0,7.02,0.11,9.35,22.46,0.56,4.02,,0.0,0.0,,55.0,Satisfactory
Aizawl,2020-03-13 03:00:00,37.0,38.0,7.12,0.13,9.48,21.1,0.54,3.83,,0.0,0.0,,55.0,Satisfactory
Aizawl,2020-03-13 04:00:00,39.0,42.78,7.06,0.04,9.07,20.85,0.51,3.73,0.02,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-13 05:00:00,41.0,42.0,7.02,0.02,8.96,19.35,0.51,3.39,0.02,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-13 06:00:00,38.0,44.72,7.02,0.09,9.18,19.95,0.5,3.42,,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-13 07:00:00,39.0,46.0,7.02,0.13,9.38,20.59,0.5,3.45,,0.0,0.0,,60.0,Satisfactory
Aizawl,2020-03-13 08:00:00,51.0,57.0,7.38,0.68,10.42,22.35,0.52,3.63,,0.0,0.0,,61.0,Satisfactory
Aizawl,2020-03-13 09:00:00,48.0,56.0,7.29,0.92,10.58,24.15,0.51,3.83,,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-13 10:00:00,36.0,49.0,7.47,0.89,10.78,23.57,0.51,3.93,,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-13 11:00:00,25.0,30.0,7.43,1.02,10.85,27.02,0.54,4.05,,0.0,0.0,,61.0,Satisfactory
Aizawl,2020-03-13 12:00:00,26.0,34.0,7.25,1.37,10.96,31.94,0.53,4.52,0.47,0.0,0.0,,61.0,Satisfactory
Aizawl,2020-03-13 13:00:00,32.0,46.0,7.07,1.3,10.64,33.39,0.51,5.02,0.45,0.0,0.0,,61.0,Satisfactory
Aizawl,2020-03-13 14:00:00,22.0,31.11,7.28,1.17,10.81,32.7,0.47,5.12,0.18,0.0,0.0,,61.0,Satisfactory
Aizawl,2020-03-13 15:00:00,27.0,38.0,7.32,1.46,11.13,35.07,0.49,5.22,0.16,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-13 16:00:00,33.0,43.0,7.17,1.63,11.07,38.81,0.53,5.57,,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-13 17:00:00,43.75,59.0,7.3,1.11,10.79,40.63,0.59,5.69,,0.0,0.0,,63.0,Satisfactory
Aizawl,2020-03-13 18:00:00,28.0,42.0,7.5,2.29,12.18,41.81,0.66,5.54,,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-13 19:00:00,47.0,62.0,7.53,2.07,12.0,39.84,0.76,5.32,,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-13 20:00:00,67.0,75.0,7.11,1.92,11.28,37.99,0.76,5.27,0.1,0.0,0.0,,64.0,Satisfactory
Aizawl,2020-03-13 21:00:00,52.0,59.3,7.12,1.41,10.82,33.64,0.7,4.92,0.07,0.0,0.0,,65.0,Satisfactory
Aizawl,2020-03-13 22:00:00,39.0,50.0,6.9,1.21,10.34,31.83,0.61,4.56,0.11,0.0,0.0,,64.0,Satisfactory
Aizawl,2020-03-13 23:00:00,36.0,43.75,7.22,0.29,9.88,29.98,0.58,4.46,,0.0,0.0,,64.0,Satisfactory
Aizawl,2020-03-14 00:00:00,,,7.18,0.89,10.43,25.11,0.56,4.19,0.29,0.0,0.0,,64.0,Satisfactory
Aizawl,2020-03-14 01:00:00,33.0,41.0,6.97,0.73,10.01,24.98,0.47,4.0,0.44,0.0,0.0,,64.0,Satisfactory
Aizawl,2020-03-14 02:00:00,28.0,33.0,7.07,0.16,9.48,23.19,0.43,3.71,,0.0,0.0,,63.0,Satisfactory
Aizawl,2020-03-14 03:00:00,22.36,32.94,7.07,0.08,9.29,21.99,0.41,3.67,,0.0,0.0,,62.0,Satisfactory
Aizawl,2020-03-14 04:00:00,26.0,30.0,6.96,0.17,9.3,22.34,0.39,3.73,,0.0,0.0,,61.0,Satisfactory
Aizawl,2020-03-14 05:00:00,31.0,33.0,7.01,0.06,8.98,19.9,0.39,3.69,,0.0,0.0,,60.0,Satisfactory
Aizawl,2020-03-14 06:00:00,23.0,30.0,6.99,0.14,9.33,18.7,0.38,3.66,,0.0,0.0,,59.0,Satisfactory
Aizawl,2020-03-14 07:00:00,32.0,34.0,7.02,0.43,9.77,18.44,0.38,3.49,,0.0,0.0,,59.0,Satisfactory
Aizawl,2020-03-14 08:00:00,26.0,29.0,6.96,0.86,10.13,19.12,0.38,3.63,0.04,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-14 09:00:00,38.0,43.0,7.13,1.13,10.57,21.29,0.42,3.82,,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-14 10:00:00,44.0,54.45,7.28,1.13,10.77,25.56,0.46,4.19,,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-14 11:00:00,37.0,46.0,7.27,1.33,10.95,29.75,0.49,4.41,,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-14 12:00:00,32.0,37.0,7.27,1.32,10.93,32.03,0.51,4.98,0.36,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-14 13:00:00,34.0,45.0,7.23,1.38,10.93,39.53,0.47,5.83,1.49,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-14 14:00:00,31.0,40.0,7.38,0.9,10.7,36.97,0.46,5.3,0.22,0.0,0.0,,59.0,Satisfactory
Aizawl,2020-03-14 15:00:00,23.0,39.0,7.19,1.06,10.6,39.54,0.46,5.24,0.02,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-14 16:00:00,30.0,36.64,7.18,1.52,10.98,39.46,0.49,5.62,0.08,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-14 17:00:00,52.0,60.0,7.13,3.36,12.55,38.13,0.77,5.91,1.11,0.0,0.0,,59.0,Satisfactory
Aizawl,2020-03-14 18:00:00,161.0,172.0,7.14,3.05,12.29,35.34,1.0,5.35,0.31,0.0,0.0,,68.0,Satisfactory
Aizawl,2020-03-14 19:00:00,89.0,99.0,7.3,1.72,11.35,32.09,1.03,4.78,,0.0,0.0,,71.0,Satisfactory
Aizawl,2020-03-14 20:00:00,55.0,69.0,7.36,1.29,11.02,33.98,1.01,4.97,,0.0,0.0,,71.0,Satisfactory
Aizawl,2020-03-14 21:00:00,62.0,67.0,7.03,1.33,10.62,32.7,0.9,5.09,0.12,0.0,0.0,,71.0,Satisfactory
Aizawl,2020-03-14 22:00:00,47.0,53.0,7.04,0.88,10.24,32.7,0.78,4.91,,0.0,0.0,,72.0,Satisfactory
Aizawl,2020-03-14 23:00:00,38.0,45.0,7.09,0.8,10.24,32.05,0.76,4.65,,0.0,0.0,,72.0,Satisfactory
Aizawl,2020-03-15 00:00:00,41.0,50.0,7.21,0.46,10.09,26.25,0.74,4.38,,0.0,0.0,,72.0,Satisfactory
Aizawl,2020-03-15 01:00:00,41.0,49.58,7.16,0.43,9.85,23.25,0.67,4.17,0.53,0.0,0.0,,72.0,Satisfactory
Aizawl,2020-03-15 02:00:00,48.0,49.0,7.0,0.15,9.52,21.59,0.55,4.09,0.85,0.0,0.0,,74.0,Satisfactory
Aizawl,2020-03-15 03:00:00,46.0,47.0,7.04,0.09,9.25,21.31,0.5,4.08,0.15,0.0,0.0,,75.0,Satisfactory
Aizawl,2020-03-15 04:00:00,48.0,55.42,7.04,0.03,9.17,21.66,0.49,4.01,0.05,0.0,0.0,,77.0,Satisfactory
Aizawl,2020-03-15 05:00:00,,,7.0,0.12,9.06,19.64,0.48,3.97,0.02,0.0,0.0,,78.0,Satisfactory
Aizawl,2020-03-15 06:00:00,30.14,36.0,7.02,0.11,9.14,19.42,0.46,3.79,0.04,0.0,0.0,,79.0,Satisfactory
Aizawl,2020-03-15 07:00:00,19.0,23.0,7.08,0.05,9.21,19.43,0.44,3.7,,0.0,0.0,,78.0,Satisfactory
Aizawl,2020-03-15 08:00:00,18.0,22.36,7.1,0.07,9.43,20.02,0.44,3.67,,0.0,0.0,,77.0,Satisfactory
Aizawl,2020-03-15 09:00:00,20.0,36.0,7.11,0.17,9.51,21.54,0.43,3.7,,0.0,0.0,,76.0,Satisfactory
Aizawl,2020-03-15 10:00:00,26.0,27.0,6.97,0.27,9.52,24.32,0.42,3.83,,0.0,0.0,,75.0,Satisfactory
Aizawl,2020-03-15 11:00:00,23.07,29.93,7.1,0.21,9.67,26.14,0.4,4.3,0.11,0.0,0.0,,73.0,Satisfactory
Aizawl,2020-03-15 12:00:00,23.0,25.0,7.11,0.18,9.61,27.49,0.36,4.44,0.17,0.0,0.0,,73.0,Satisfactory
Aizawl,2020-03-15 13:00:00,22.0,27.0,7.19,0.3,9.88,31.77,0.38,4.73,,0.0,0.0,,72.0,Satisfactory
Aizawl,2020-03-15 14:00:00,21.0,31.11,7.04,0.35,9.72,31.06,0.37,5.17,0.17,0.0,0.0,,71.0,Satisfactory
Aizawl,2020-03-15 15:00:00,15.55,23.0,7.11,0.39,9.85,32.97,0.37,5.32,,0.0,0.0,,71.0,Satisfactory
Aizawl,2020-03-15 16:00:00,22.0,32.0,7.1,0.44,9.9,38.0,0.4,5.62,,0.0,0.0,,70.0,Satisfactory
Aizawl,2020-03-15 17:00:00,30.0,39.0,7.06,0.58,10.01,40.98,0.44,6.02,,0.0,0.0,,69.0,Satisfactory
Aizawl,2020-03-15 18:00:00,34.0,44.0,7.24,0.79,10.41,39.99,0.51,6.11,0.02,0.0,0.0,,59.0,Satisfactory
Aizawl,2020-03-15 19:00:00,57.0,69.0,7.19,0.66,10.27,39.49,0.56,5.77,,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-15 20:00:00,46.0,52.0,7.12,0.81,10.3,39.05,0.54,5.45,0.83,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-15 21:00:00,49.0,58.0,7.08,0.98,10.38,34.98,0.51,5.3,0.91,0.0,0.0,,55.0,Satisfactory
Aizawl,2020-03-15 22:00:00,52.0,62.0,7.02,0.66,10.0,31.59,0.52,4.82,0.04,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-15 23:00:00,46.0,56.19,7.16,0.27,9.74,29.82,0.53,4.67,,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-16 00:00:00,47.0,62.0,7.13,0.34,9.82,28.39,0.54,4.33,,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-16 01:00:00,52.0,54.0,7.14,0.11,9.38,26.34,0.54,4.06,,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-16 02:00:00,48.0,50.0,7.18,0.06,9.35,24.57,0.53,3.96,,0.0,0.0,,58.0,Satisfactory
Aizawl,2020-03-16 03:00:00,,,7.08,0.07,9.38,23.27,0.52,3.79,,0.0,0.0,,57.0,Satisfactory
Aizawl,2020-03-16 04:00:00,,,7.04,0.04,9.26,22.65,0.47,3.85,,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-16 05:00:00,12.0,15.55,7.1,0.09,9.22,21.88,0.41,4.06,,0.0,0.0,,54.0,Satisfactory
Aizawl,2020-03-16 06:00:00,,,7.09,0.15,9.47,19.61,0.39,3.97,,0.0,0.0,,54.0,Satisfactory
Aizawl,2020-03-16 07:00:00,11.0,12.0,6.93,0.64,9.91,18.35,0.37,3.8,,0.0,0.0,,54.0,Satisfactory
Aizawl,2020-03-16 08:00:00,37.0,40.0,7.24,0.7,10.33,19.09,0.4,3.85,,0.0,0.0,,55.0,Satisfactory
Aizawl,2020-03-16 09:00:00,29.0,30.0,7.23,0.52,10.14,20.95,0.41,3.9,,0.0,0.0,,56.0,Satisfactory
Aizawl,2020-03-16 10:00:00,21.0,26.0,7.25,2.83,12.24,23.27,0.44,4.37,22.8,0.0,0.0,,55.0,Satisfactory
Aizawl,2020-03-16 11:00:00,21.0,38.02,7.34,10.16,18.82,20.96,0.48,5.0,34.59,0.02,0.08,,55.0,Satisfactory
Aizawl,2020-03-16 12:00:00,20.0,29.0,7.36,8.38,17.29,21.57,0.41,5.29,35.56,0.07,0.32,,55.0,Satisfactory
Aizawl,2020-03-16 13:00:00,19.0,23.0,7.3,6.17,15.26,19.64,0.38,5.61,24.33,0.18,0.94,,55.0,Satisfactory
Aizawl,2020-03-16 14:00:00,18.0,33.15,7.31,1.92,11.55,23.61,0.39,5.45,6.52,0.18,0.89,,54.0,Satisfactory
Aizawl,2020-03-16 15:00:00,24.0,35.0,2.89,3.91,7.35,28.21,0.46,5.57,11.89,0.22,1.11,,55.0,Satisfactory
Aizawl,2020-03-16 16:00:00,19.0,37.0,2.83,3.43,4.43,24.72,0.49,5.45,12.89,0.24,1.37,,55.0,Satisfactory
Aizawl,2020-03-16 17:00:00,26.0,36.95,3.14,,1.6,24.62,0.52,5.42,5.36,0.25,1.42,,55.0,Satisfactory
Aizawl,2020-03-16 18:00:00,27.0,36.0,3.34,,2.54,24.18,0.6,5.11,4.34,0.28,1.56,,54.0,Satisfactory
Aizawl,2020-03-16 19:00:00,31.0,40.95,3.26,,2.29,26.7,0.66,5.1,4.64,0.33,1.79,,52.0,Satisfactory
Aizawl,2020-03-16 20:00:00,29.0,38.0,2.97,,1.12,29.42,0.64,5.23,5.12,0.34,1.77,,51.0,Satisfactory
Aizawl,2020-03-16 21:00:00,27.0,36.0,2.96,,1.2,30.48,0.64,5.38,4.31,0.34,1.73,,49.0,Good
Aizawl,2020-03-16 22:00:00,27.0,34.0,3.08,,1.35,27.99,0.64,5.36,4.15,0.33,1.73,,47.0,Good
Aizawl,2020-03-16 23:00:00,25.0,29.17,2.96,,0.81,25.01,0.58,5.05,5.71,0.31,1.66,,45.0,Good
Aizawl,2020-03-17 00:00:00,25.0,26.09,2.92,,0.35,23.22,0.52,4.92,5.33,0.28,1.5,,43.0,Good
Aizawl,2020-03-17 01:00:00,19.0,16.89,2.95,,0.17,20.47,0.47,4.54,4.66,0.25,1.36,,41.0,Good
Aizawl,2020-03-17 02:00:00,18.47,23.88,2.84,,0.11,19.61,0.42,4.59,5.43,0.22,1.25,,39.0,Good
Aizawl,2020-03-17 03:00:00,16.0,24.38,2.85,,0.04,19.78,0.39,4.54,4.17,0.2,1.15,,38.0,Good
Aizawl,2020-03-17 04:00:00,14.0,18.52,2.92,,0.05,17.52,0.38,4.38,4.09,0.18,1.14,,37.0,Good
Aizawl,2020-03-17 05:00:00,15.0,19.45,2.77,,0.03,19.3,0.35,4.2,4.18,0.16,1.09,,38.0,Good
Aizawl,2020-03-17 06:00:00,,,2.78,,0.03,20.39,0.34,3.84,4.53,0.16,1.07,,38.0,Good
Aizawl,2020-03-17 07:00:00,22.0,23.0,2.89,,0.04,21.22,0.35,3.85,3.67,0.17,1.07,,38.0,Good
Aizawl,2020-03-17 08:00:00,24.0,26.0,3.24,,0.7,22.62,0.36,3.96,3.7,0.2,1.09,,37.0,Good
Aizawl,2020-03-17 09:00:00,24.0,33.0,3.16,,0.96,21.09,0.39,3.94,4.63,0.2,1.19,,37.0,Good
Aizawl,2020-03-17 10:00:00,27.0,55.0,3.02,,0.85,23.66,0.41,4.24,5.64,0.21,1.16,,37.0,Good
Aizawl,2020-03-17 11:00:00,26.0,40.0,3.14,3.83,6.17,23.38,0.43,4.83,23.12,0.22,1.15,,38.0,Good
Aizawl,2020-03-17 12:00:00,23.0,41.0,3.11,5.04,8.59,20.46,0.4,4.93,14.86,0.19,0.89,,38.0,Good
Aizawl,2020-03-17 13:00:00,29.0,35.0,3.37,1.92,6.24,26.62,0.43,5.02,6.07,0.21,1.0,,39.0,Good
Aizawl,2020-03-17 14:00:00,27.0,36.95,3.1,1.46,5.45,27.38,0.45,5.46,6.35,0.23,1.17,,39.0,Good
Aizawl,2020-03-17 15:00:00,30.0,39.0,3.23,1.43,5.59,29.85,0.48,5.71,5.62,0.24,1.27,,40.0,Good
Aizawl,2020-03-17 16:00:00,29.0,42.0,3.22,1.63,5.75,34.42,0.53,5.9,5.57,0.27,1.42,,41.0,Good
Aizawl,2020-03-17 17:00:00,34.0,45.0,3.18,1.44,5.54,35.35,0.55,6.17,5.28,0.28,1.49,,41.0,Good
Aizawl,2020-03-17 18:00:00,37.0,42.0,3.38,2.87,7.04,34.17,0.62,5.98,4.81,0.31,1.63,,42.0,Good
Aizawl,2020-03-17 19:00:00,42.0,54.0,3.31,2.97,7.05,29.0,0.68,5.65,4.25,0.36,1.82,,43.0,Good
Aizawl,2020-03-17 20:00:00,37.0,51.11,3.31,2.0,6.22,25.06,0.71,5.32,4.16,0.38,1.9,,43.0,Good
Aizawl,2020-03-17 21:00:00,40.0,46.0,3.04,1.42,5.31,27.32,0.7,5.1,4.71,0.38,1.87,,44.0,Good
Aizawl,2020-03-17 22:00:00,33.0,44.0,2.98,1.13,4.97,25.12,0.66,4.79,5.02,0.36,1.8,,45.0,Good
Aizawl,2020-03-17 23:00:00,37.0,40.0,2.93,0.71,4.55,22.59,0.61,4.28,4.79,0.33,1.64,,46.0,Good
Aizawl,2020-03-18 00:00:00,32.0,39.0,2.92,0.68,4.45,20.96,0.57,4.26,5.76,0.31,1.51,,46.0,Good
Aizawl,2020-03-18 01:00:00,35.0,45.32,2.87,0.85,4.57,19.36,0.51,4.09,5.62,0.27,1.33,,47.0,Good
Aizawl,2020-03-18 02:00:00,38.0,42.0,2.89,0.37,4.09,18.43,0.47,4.04,5.32,0.25,1.19,,49.0,Good
Aizawl,2020-03-18 03:00:00,28.0,38.02,2.88,0.16,3.79,18.48,0.44,3.92,5.25,0.22,1.11,,49.0,Good
Aizawl,2020-03-18 04:00:00,27.0,31.0,2.84,0.27,3.77,19.51,0.41,4.13,4.61,0.2,1.05,,50.0,Good
Aizawl,2020-03-18 05:00:00,22.0,30.0,2.91,0.09,3.58,18.36,0.39,4.12,4.14,0.19,1.03,,51.0,Satisfactory
Aizawl,2020-03-18 06:00:00,23.0,26.0,2.9,0.02,3.34,17.55,0.39,4.16,3.88,0.19,1.02,,50.0,Good
Aizawl,2020-03-18 07:00:00,34.0,37.05,2.89,0.23,3.81,18.15,0.39,4.17,4.17,0.25,1.03,,51.0,Satisfactory
Aizawl,2020-03-18 08:00:00,25.0,36.0,3.01,0.56,4.5,19.84,0.39,4.46,4.7,0.24,1.01,,51.0,Satisfactory
Aizawl,2020-03-18 09:00:00,25.0,35.97,3.05,0.4,4.41,22.09,0.39,4.59,4.71,0.23,0.99,,51.0,Satisfactory
Aizawl,2020-03-18 10:00:00,30.0,36.0,3.11,1.99,5.93,20.76,0.4,4.86,13.89,0.22,0.99,,52.0,Satisfactory
Aizawl,2020-03-18 11:00:00,32.0,38.0,2.96,6.31,9.52,19.11,0.42,5.08,30.21,0.21,0.92,,52.0,Satisfactory
Aizawl,2020-03-18 12:00:00,26.0,43.0,3.1,6.88,10.18,22.15,0.41,5.68,38.87,0.2,0.89,,52.0,Satisfactory
Aizawl,2020-03-18 13:00:00,27.0,40.46,3.13,3.3,7.09,24.62,0.38,5.6,15.15,0.14,0.8,,52.0,Satisfactory
Aizawl,2020-03-18 14:00:00,26.0,38.07,3.04,1.59,5.47,24.55,0.4,5.49,8.11,0.19,0.97,,52.0,Satisfactory
Aizawl,2020-03-18 15:00:00,27.0,45.7,3.04,1.35,5.28,29.07,0.42,5.88,8.06,0.21,1.08,,52.0,Satisfactory
Aizawl,2020-03-18 16:00:00,35.0,50.0,2.99,1.31,5.17,32.65,0.45,5.97,7.5,0.23,1.14,,52.0,Satisfactory
Aizawl,2020-03-18 17:00:00,36.0,50.0,3.03,1.52,5.4,31.63,0.48,6.37,6.77,0.25,1.28,,52.0,Satisfactory
Aizawl,2020-03-18 18:00:00,36.81,53.0,3.22,1.87,5.96,32.61,0.54,6.09,5.38,0.27,1.36,,52.0,Satisfactory
Aizawl,2020-03-18 19:00:00,41.0,51.34,3.11,2.08,6.0,31.32,0.61,6.09,4.88,0.31,1.56,,52.0,Satisfactory
Aizawl,2020-03-18 20:00:00,42.62,50.81,3.21,1.11,5.28,26.36,0.62,5.52,4.82,0.34,1.65,,53.0,Satisfactory
Aizawl,2020-03-18 21:00:00,39.0,42.75,2.9,0.88,4.65,27.46,0.61,5.4,5.87,0.32,1.61,,53.0,Satisfactory
Aizawl,2020-03-18 22:00:00,37.0,47.64,2.89,1.12,4.86,24.66,0.59,5.5,6.42,0.3,1.54,,53.0,Satisfactory
Aizawl,2020-03-18 23:00:00,37.92,49.0,3.0,0.7,4.61,22.5,0.55,5.49,6.13,0.28,1.41,,53.0,Satisfactory
Aizawl,2020-03-19 00:00:00,36.03,49.0,3.0,0.41,4.29,19.96,0.52,5.25,5.07,0.26,1.34,,53.0,Satisfactory
Aizawl,2020-03-19 01:00:00,38.0,47.64,2.98,0.06,3.63,18.41,0.51,4.99,3.95,0.25,1.3,,53.0,Satisfactory
Aizawl,2020-03-19 02:00:00,42.0,48.0,2.91,0.06,3.37,18.83,0.49,4.79,3.98,0.25,1.26,,54.0,Satisfactory
Aizawl,2020-03-19 03:00:00,40.0,41.0,2.92,0.11,3.37,18.58,0.47,4.68,4.23,0.25,1.23,,55.0,Satisfactory
Aizawl,2020-03-19 04:00:00,36.95,41.0,2.89,0.07,3.28,18.52,0.46,4.53,4.22,0.23,1.19,,55.0,Satisfactory
Aizawl,2020-03-19 05:00:00,37.0,41.0,2.85,0.04,3.39,18.5,0.44,4.43,4.35,0.22,1.17,,56.0,Satisfactory
Aizawl,2020-03-19 06:00:00,39.0,40.0,2.89,0.13,3.56,17.47,0.43,4.12,3.79,0.21,1.15,,57.0,Satisfactory
Aizawl,2020-03-19 07:00:00,40.0,47.0,2.85,0.25,3.78,19.12,0.45,4.14,3.7,0.21,1.16,,58.0,Satisfactory
Aizawl,2020-03-19 08:00:00,51.0,59.0,3.03,0.31,4.16,21.13,0.46,4.4,4.33,0.23,1.17,,60.0,Satisfactory
Aizawl,2020-03-19 09:00:00,56.0,72.0,2.86,0.36,4.02,22.69,0.46,4.53,5.62,0.23,1.15,,62.0,Satisfactory
