City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Hyderabad,2017-03-29 12:00:00,35.62,76.88,6.94,15.93,5.65,12.47,0.1,,71.24,0.06,0.68,0.16,121.0,Moderate
Hyderabad,2017-03-30 12:00:00,25.88,104.12,7.95,11.98,5.12,12.6,0.13,,71.89,0.06,0.67,0.16,108.0,Moderate
Hyderabad,2017-03-31 12:00:00,34.62,93.12,7.06,17.35,5.99,12.5,0.08,,116.15,0.07,0.69,0.16,174.0,Moderate
Hyderabad,2017-04-01 12:00:00,35.62,121.5,7.29,13.54,5.24,11.95,0.09,,100.52,0.06,0.7,0.19,144.0,Moderate
Hyderabad,2017-04-02 12:00:00,47.75,124.38,7.45,21.88,7.08,13.12,0.14,,61.9,0.08,1.0,0.31,122.0,Moderate
Hyderabad,2017-04-03 12:00:00,44.88,123.5,6.88,22.26,6.96,13.0,0.12,,60.74,0.08,1.07,0.27,120.0,Moderate
Hyderabad,2017-04-04 12:00:00,39.75,88.75,5.93,11.3,2.7,,0.14,,112.4,0.08,0.8,0.2,116.0,Moderate
Hyderabad,2017-04-05 12:00:00,41.0,87.62,6.26,9.52,4.06,14.15,0.11,,74.45,0.06,0.66,0.16,102.0,Moderate
Hyderabad,2017-04-06 12:00:00,45.38,140.88,7.68,11.59,4.96,13.8,0.15,,57.74,0.08,1.31,0.25,91.0,Satisfactory
Hyderabad,2017-04-07 12:00:00,39.62,117.38,7.24,23.39,7.32,12.75,0.11,,78.45,0.05,0.76,0.25,142.0,Moderate
Hyderabad,2017-04-08 12:00:00,54.75,152.0,6.53,15.97,3.45,,0.18,,80.7,0.05,0.86,0.12,128.0,Moderate
Hyderabad,2017-04-09 12:00:00,62.75,144.75,7.44,26.06,7.95,14.63,0.19,,63.8,0.09,1.13,0.28,178.0,Moderate
Hyderabad,2017-04-10 12:00:00,61.0,139.25,8.83,18.45,8.48,17.45,0.0,,31.53,0.0,0.28,0.12,140.0,Moderate
Hyderabad,2017-04-11 12:00:00,41.75,195.0,4.74,36.3,9.26,27.22,0.1,,66.32,0.13,0.88,0.08,206.0,Poor
Hyderabad,2017-04-12 12:00:00,,,,,,,,,,,,,,
Hyderabad,2017-04-13 12:00:00,54.88,150.25,6.46,34.76,9.5,44.87,0.11,,102.92,0.08,0.93,0.11,,
Hyderabad,2017-04-14 12:00:00,47.12,114.62,6.02,16.98,5.57,14.57,0.09,,112.06,0.02,0.35,0.06,204.0,Poor
Hyderabad,2017-04-15 12:00:00,46.75,118.75,4.35,7.36,3.77,16.3,0.13,,104.18,0.02,0.46,0.16,162.0,Moderate
Hyderabad,2017-04-16 12:00:00,38.0,160.12,6.74,18.89,6.21,11.2,0.12,,53.34,0.05,0.88,0.13,147.0,Moderate
Hyderabad,2017-04-17 12:00:00,44.12,225.12,7.32,21.14,6.89,17.73,0.11,,50.8,0.04,1.04,0.26,174.0,Moderate
Hyderabad,2017-04-18 12:00:00,54.0,205.38,6.18,21.58,6.61,23.82,0.09,,103.8,0.13,1.07,0.16,190.0,Moderate
Hyderabad,2017-04-19 12:00:00,37.0,123.88,6.92,18.42,6.17,15.75,0.12,,58.78,0.02,0.69,0.12,149.0,Moderate
Hyderabad,2017-04-20 12:00:00,30.38,129.5,6.45,20.65,6.49,21.1,0.09,,48.68,0.06,1.1,0.16,134.0,Moderate
Hyderabad,2017-04-21 12:00:00,25.5,111.88,6.64,18.49,6.09,17.18,0.05,,75.54,0.04,0.96,0.21,131.0,Moderate
Hyderabad,2017-04-22 12:00:00,35.12,126.88,5.94,21.36,6.47,18.83,0.12,,53.72,0.04,0.77,0.17,142.0,Moderate
Hyderabad,2017-04-23 12:00:00,49.62,217.38,8.28,29.26,8.92,74.0,0.09,,26.49,0.02,0.68,0.18,160.0,Moderate
Hyderabad,2017-04-24 12:00:00,43.25,179.25,6.96,19.08,6.31,20.28,0.11,,44.86,0.06,1.54,0.46,162.0,Moderate
Hyderabad,2017-04-25 12:00:00,34.25,140.88,6.98,19.22,7.93,19.4,0.1,,54.82,0.03,0.85,0.23,156.0,Moderate
Hyderabad,2017-04-26 12:00:00,48.0,166.0,5.95,45.0,9.6,21.95,0.0,,29.7,0.0,0.2,0.35,148.0,Moderate
Hyderabad,2017-04-27 12:00:00,34.25,150.38,6.64,20.49,6.52,24.0,0.07,,87.48,0.06,0.93,0.16,183.0,Moderate
Hyderabad,2017-04-28 12:00:00,29.12,76.0,6.66,17.75,7.43,13.5,0.13,,97.79,0.02,0.58,0.16,142.0,Moderate
Hyderabad,2017-04-29 12:00:00,33.38,134.0,2.4,26.59,6.44,17.63,0.13,,81.13,0.06,1.95,0.19,134.0,Moderate
Hyderabad,2017-04-30 12:00:00,21.38,49.38,4.27,32.17,9.09,63.8,0.15,,63.82,0.02,0.68,0.08,104.0,Moderate
Hyderabad,2017-05-01 12:00:00,26.88,64.0,2.66,21.67,5.48,16.15,0.08,,90.61,0.06,0.82,0.04,140.0,Moderate
Hyderabad,2017-05-02 12:00:00,31.25,71.0,3.38,12.62,4.72,15.5,0.08,,67.58,0.02,0.51,0.05,72.0,Satisfactory
Hyderabad,2017-05-03 12:00:00,31.38,66.75,2.64,10.86,3.18,13.4,0.03,,68.92,0.0,0.33,0.03,96.0,Satisfactory
Hyderabad,2017-05-04 12:00:00,39.75,120.12,4.03,15.16,3.76,15.78,0.0,,95.48,0.03,0.53,0.04,140.0,Moderate
Hyderabad,2017-05-05 12:00:00,33.62,90.0,2.55,13.9,3.79,13.7,0.0,,98.5,0.06,0.42,0.05,139.0,Moderate
Hyderabad,2017-05-06 12:00:00,34.12,85.38,2.42,16.22,4.25,12.87,0.0,,66.82,0.03,0.5,0.11,122.0,Moderate
Hyderabad,2017-05-07 12:00:00,35.0,80.25,4.12,10.42,2.22,,0.0,,91.15,0.02,0.45,0.07,91.0,Satisfactory
Hyderabad,2017-05-08 12:00:00,24.75,72.75,3.04,26.81,6.71,17.35,0.0,,71.14,0.02,0.24,0.1,155.0,Moderate
Hyderabad,2017-05-09 12:00:00,18.12,91.75,4.1,37.14,7.34,32.88,0.1,33.65,75.32,0.05,0.52,0.09,97.0,Satisfactory
Hyderabad,2017-05-10 12:00:00,26.25,53.62,3.62,36.59,11.93,28.3,0.24,,93.74,0.03,0.61,0.07,146.0,Moderate
Hyderabad,2017-05-11 12:00:00,21.88,43.75,4.62,48.6,7.82,55.52,0.1,,74.62,0.0,0.31,0.04,94.0,Satisfactory
Hyderabad,2017-05-12 12:00:00,33.0,62.12,4.88,20.38,4.83,24.35,0.12,,70.8,0.02,0.38,0.04,76.0,Satisfactory
Hyderabad,2017-05-13 12:00:00,29.75,60.25,4.22,20.72,4.42,22.22,0.1,,58.36,0.0,0.26,0.03,78.0,Satisfactory
Hyderabad,2017-05-14 12:00:00,27.62,62.0,4.28,23.08,3.61,20.5,0.1,,57.3,0.02,0.5,0.07,110.0,Moderate
Hyderabad,2017-05-15 12:00:00,28.75,61.0,4.4,22.38,3.89,22.55,0.12,,48.84,0.02,0.26,0.05,72.0,Satisfactory
Hyderabad,2017-05-16 12:00:00,28.62,101.75,4.15,28.3,5.32,18.85,0.12,,43.94,0.02,0.76,0.16,102.0,Moderate
Hyderabad,2017-05-17 12:00:00,32.25,107.0,0.92,25.28,4.51,16.97,0.11,,52.33,0.02,0.53,0.12,102.0,Moderate
Hyderabad,2017-05-18 12:00:00,23.62,164.0,4.05,30.4,6.32,15.95,0.12,,55.64,0.03,0.8,0.49,119.0,Moderate
Hyderabad,2017-05-19 12:00:00,27.5,144.62,4.77,31.28,5.62,17.55,0.06,,58.28,0.02,0.3,0.11,149.0,Moderate
Hyderabad,2017-05-20 12:00:00,31.25,160.5,3.58,28.25,4.87,16.5,0.06,,72.48,0.02,0.36,0.24,126.0,Moderate
Hyderabad,2017-05-21 12:00:00,26.25,104.12,3.85,51.8,12.3,18.22,0.1,,42.58,0.02,0.63,0.14,132.0,Moderate
Hyderabad,2017-05-22 12:00:00,21.5,112.5,3.85,49.05,11.12,23.65,0.11,,48.5,0.02,1.34,0.37,101.0,Moderate
Hyderabad,2017-05-23 12:00:00,37.38,188.62,4.13,36.88,8.7,26.73,0.1,,59.71,0.04,0.74,0.1,130.0,Moderate
Hyderabad,2017-05-24 12:00:00,39.12,150.62,4.25,41.98,7.3,24.48,0.11,,45.51,0.04,0.73,0.32,159.0,Moderate
Hyderabad,2017-05-25 12:00:00,38.25,146.12,3.8,35.61,6.6,22.03,0.09,,45.4,0.02,0.48,0.15,122.0,Moderate
Hyderabad,2017-05-26 12:00:00,37.25,129.12,3.82,36.84,6.43,21.62,0.1,,52.82,0.02,0.55,0.11,120.0,Moderate
Hyderabad,2017-05-27 12:00:00,23.38,90.5,3.93,24.95,3.87,18.88,0.08,,43.78,0.01,0.24,0.03,100.0,Satisfactory
Hyderabad,2017-05-28 12:00:00,33.75,93.5,3.85,33.48,5.47,20.25,0.13,,69.86,0.04,0.65,0.06,102.0,Moderate
Hyderabad,2017-05-29 12:00:00,18.88,88.25,3.85,19.88,2.69,16.53,0.08,,35.36,0.02,0.3,0.09,74.0,Satisfactory
Hyderabad,2017-05-30 12:00:00,18.75,76.0,3.88,4.35,1.37,,0.06,164.35,49.65,0.0,0.28,0.1,86.0,Satisfactory
Hyderabad,2017-05-31 12:00:00,9.38,38.12,4.77,22.83,6.4,12.3,0.07,,56.56,0.0,0.11,0.0,72.0,Satisfactory
Hyderabad,2017-06-01 12:00:00,6.5,29.0,5.31,21.28,6.25,10.08,0.07,,53.74,0.0,0.18,0.0,54.0,Satisfactory
Hyderabad,2017-06-02 12:00:00,9.38,28.75,28.25,10.84,11.5,10.67,0.07,,86.78,0.0,0.21,0.02,90.0,Satisfactory
Hyderabad,2017-06-03 12:00:00,3.25,22.62,4.62,11.74,4.0,7.45,0.07,,64.08,0.0,0.21,0.01,64.0,Satisfactory
Hyderabad,2017-06-04 12:00:00,8.88,27.38,4.59,12.66,4.18,8.15,0.08,,53.26,0.0,0.25,0.02,62.0,Satisfactory
Hyderabad,2017-06-05 12:00:00,20.5,73.62,4.88,13.54,4.47,9.83,0.08,,58.83,0.0,0.35,0.15,71.0,Satisfactory
Hyderabad,2017-06-06 12:00:00,24.0,78.25,3.08,14.24,4.02,10.1,0.08,,49.14,0.0,0.3,0.16,72.0,Satisfactory
Hyderabad,2017-06-07 12:00:00,11.5,34.12,4.5,12.54,4.13,8.9,0.07,,39.85,0.02,0.28,0.15,56.0,Satisfactory
Hyderabad,2017-06-08 12:00:00,5.0,17.5,4.86,12.4,5.25,8.9,0.1,,30.65,0.0,0.26,0.02,44.0,Good
Hyderabad,2017-06-09 12:00:00,18.88,57.25,5.03,12.79,5.43,7.45,0.1,,33.5,0.01,0.32,0.26,82.0,Satisfactory
Hyderabad,2017-06-10 12:00:00,5.25,15.5,4.6,6.24,3.49,8.02,0.1,,39.01,0.0,0.91,2.07,54.0,Satisfactory
Hyderabad,2017-06-11 12:00:00,4.88,12.25,5.86,16.58,6.83,32.9,0.09,,17.34,0.0,0.86,0.02,30.0,Good
Hyderabad,2017-06-12 12:00:00,5.5,14.38,5.28,6.34,3.82,8.58,0.09,,20.72,0.0,0.63,0.02,32.0,Good
Hyderabad,2017-06-13 12:00:00,7.25,19.38,5.06,14.2,5.82,8.38,0.11,,61.46,0.0,0.35,0.01,62.0,Satisfactory
Hyderabad,2017-06-14 12:00:00,17.75,40.17,4.57,8.34,4.88,10.35,0.31,,79.9,0.09,0.84,0.46,100.0,Satisfactory
Hyderabad,2017-06-15 12:00:00,12.75,30.5,4.63,11.53,4.94,5.85,0.24,,54.21,0.0,0.27,0.08,57.0,Satisfactory
Hyderabad,2017-06-16 12:00:00,9.67,17.42,3.98,13.48,6.25,5.0,0.24,,48.58,0.0,0.4,0.06,55.0,Satisfactory
Hyderabad,2017-06-17 12:00:00,6.67,26.58,4.72,12.12,6.16,5.1,0.28,,57.21,0.0,0.33,0.02,97.0,Satisfactory
Hyderabad,2017-06-18 12:00:00,9.42,34.92,4.58,10.46,4.64,4.75,0.17,,70.3,0.02,0.79,0.27,86.0,Satisfactory
Hyderabad,2017-06-19 12:00:00,2.42,12.5,4.93,7.98,4.13,6.05,0.24,,38.32,0.0,0.27,0.08,57.0,Satisfactory
Hyderabad,2017-06-20 12:00:00,5.5,26.5,4.91,9.18,4.42,6.0,0.2,,29.13,0.0,0.22,0.03,109.0,Moderate
Hyderabad,2017-06-21 12:00:00,9.33,34.92,4.89,8.86,4.34,4.82,0.15,199.3,35.42,0.0,0.11,0.01,70.0,Satisfactory
Hyderabad,2017-06-22 12:00:00,14.08,36.58,10.61,13.13,7.82,4.15,0.15,,27.18,0.0,0.57,0.22,39.0,Good
Hyderabad,2017-06-23 12:00:00,8.92,28.17,6.43,9.03,6.0,4.97,0.25,,22.98,0.17,0.94,0.41,57.0,Satisfactory
Hyderabad,2017-06-24 12:00:00,16.42,54.0,4.88,10.25,4.7,8.33,0.25,,35.7,0.0,0.27,0.06,44.0,Good
Hyderabad,2017-06-25 12:00:00,13.92,47.25,4.87,9.17,4.42,4.78,0.15,,41.32,0.0,0.18,0.02,46.0,Good
Hyderabad,2017-06-26 12:00:00,15.0,50.42,4.82,8.36,4.17,4.85,0.19,,36.14,0.0,0.19,0.0,42.0,Good
Hyderabad,2017-06-27 12:00:00,12.12,39.88,4.78,8.68,3.4,4.25,0.06,,35.74,0.0,0.19,0.0,36.0,Good
Hyderabad,2017-06-28 12:00:00,10.58,34.42,4.7,6.57,3.64,4.18,0.23,195.3,33.26,0.0,0.26,0.01,35.0,Good
Hyderabad,2017-06-29 12:00:00,11.17,44.33,5.55,10.16,4.94,3.77,0.12,,28.28,0.0,0.24,0.02,54.0,Satisfactory
Hyderabad,2017-06-30 12:00:00,11.83,49.5,4.87,6.21,3.6,3.8,0.2,,35.44,0.12,0.58,0.14,51.0,Satisfactory
Hyderabad,2017-07-01 12:00:00,13.83,50.67,5.1,9.34,4.56,3.7,0.22,,30.79,0.04,0.48,0.06,55.0,Satisfactory
Hyderabad,2017-07-02 12:00:00,7.92,39.42,4.92,8.63,4.3,3.62,0.17,,27.3,0.0,0.17,0.0,73.0,Satisfactory
Hyderabad,2017-07-03 12:00:00,5.83,46.0,4.92,9.96,4.61,3.5,0.22,,33.79,0.07,0.33,0.12,42.0,Good
Hyderabad,2017-07-04 12:00:00,15.75,53.58,4.8,8.69,4.28,3.3,0.19,196.65,30.83,0.06,0.43,0.13,47.0,Good
Hyderabad,2017-07-05 12:00:00,9.75,46.17,4.9,8.93,4.35,3.42,0.19,199.65,35.89,0.11,0.62,0.18,49.0,Good
Hyderabad,2017-07-06 12:00:00,15.75,58.67,4.57,5.79,3.39,3.23,0.19,,31.95,0.15,0.65,0.37,42.0,Good
Hyderabad,2017-07-07 12:00:00,17.83,68.83,4.83,9.63,4.52,4.23,0.2,,33.11,0.19,0.95,1.84,47.0,Good
